   1.50000000     ;   0.00000000    
   1.49999893     ;  -1.28594332E-03
   1.49999678     ;  -2.57188571E-03
   1.49999344     ;  -3.85782612E-03
   1.49998903     ;  -5.14376396E-03
   1.49998355     ;  -6.42969785E-03
   1.49997699     ;  -7.71562709E-03
   1.49996924     ;  -9.00155026E-03
   1.49996042     ;  -1.02874674E-02
   1.49995053     ;  -1.15733771E-02
   1.49993956     ;  -1.28592774E-02
   1.49992740     ;  -1.41451685E-02
   1.49991417     ;  -1.54310493E-02
   1.49989986     ;  -1.67169198E-02
   1.49988449     ;  -1.80027764E-02
   1.49986792     ;  -1.92886200E-02
   1.49985027     ;  -2.05744505E-02
   1.49983156     ;  -2.18602661E-02
   1.49981177     ;  -2.31460650E-02
   1.49979079     ;  -2.44318470E-02
   1.49976873     ;  -2.57176105E-02
   1.49974561     ;  -2.70033553E-02
   1.49972141     ;  -2.82890797E-02
   1.49969602     ;  -2.95747835E-02
   1.49966955     ;  -3.08604669E-02
   1.49964201     ;  -3.21461260E-02
   1.49961340     ;  -3.34317610E-02
   1.49958360     ;  -3.47173735E-02
   1.49955273     ;  -3.60029601E-02
   1.49952078     ;  -3.72885205E-02
   1.49948776     ;  -3.85740511E-02
   1.49945354     ;  -3.98595557E-02
   1.49941826     ;  -4.11450304E-02
   1.49938190     ;  -4.24304754E-02
   1.49934447     ;  -4.37158905E-02
   1.49930584     ;  -4.50012721E-02
   1.49926615     ;  -4.62866202E-02
   1.49922538     ;  -4.75719348E-02
   1.49918354     ;  -4.88572121E-02
   1.49914050     ;  -5.01424558E-02
   1.49909639     ;  -5.14276624E-02
   1.49905121     ;  -5.27128316E-02
   1.49900496     ;  -5.39979599E-02
   1.49895751     ;  -5.52830510E-02
   1.49890900     ;  -5.65681010E-02
   1.49885941     ;  -5.78531101E-02
   1.49880874     ;  -5.91380745E-02
   1.49875700     ;  -6.04229979E-02
   1.49870408     ;  -6.17078766E-02
   1.49865007     ;  -6.29927069E-02
   1.49859500     ;  -6.42774925E-02
   1.49853885     ;  -6.55622333E-02
   1.49848151     ;  -6.68469220E-02
   1.49842310     ;  -6.81315660E-02
   1.49836361     ;  -6.94161579E-02
   1.49830306     ;  -7.07006976E-02
   1.49824131     ;  -7.19851851E-02
   1.49817848     ;  -7.32696205E-02
   1.49811459     ;  -7.45540038E-02
   1.49804962     ;  -7.58383274E-02
   1.49798346     ;  -7.71225989E-02
   1.49791622     ;  -7.84068108E-02
   1.49784791     ;  -7.96909705E-02
   1.49777853     ;  -8.09750706E-02
   1.49770796     ;  -8.22591111E-02
   1.49763632     ;  -8.35430920E-02
   1.49756360     ;  -8.48270059E-02
   1.49748981     ;  -8.61108601E-02
   1.49741495     ;  -8.73946548E-02
   1.49733889     ;  -8.86783823E-02
   1.49726176     ;  -8.99620429E-02
   1.49718356     ;  -9.12456363E-02
   1.49710429     ;  -9.25291628E-02
   1.49702382     ;  -9.38126221E-02
   1.49694228     ;  -9.50960144E-02
   1.49685967     ;  -9.63793397E-02
   1.49677598     ;  -9.76625904E-02
   1.49669111     ;  -9.89457667E-02
   1.49660516     ; -0.100228876    
   1.49651814     ; -0.101511911    
   1.49643004     ; -0.102794871    
   1.49634087     ; -0.104077756    
   1.49625051     ; -0.105360560    
   1.49615908     ; -0.106643289    
   1.49606657     ; -0.107925937    
   1.49597299     ; -0.109208509    
   1.49587822     ; -0.110491000    
   1.49578238     ; -0.111773409    
   1.49568546     ; -0.113055736    
   1.49558747     ; -0.114337981    
   1.49548841     ; -0.115620144    
   1.49538815     ; -0.116902217    
   1.49528682     ; -0.118184209    
   1.49518442     ; -0.119466111    
   1.49508095     ; -0.120747924    
   1.49497628     ; -0.122029647    
   1.49487054     ; -0.123311281    
   1.49476373     ; -0.124592826    
   1.49465585     ; -0.125874281    
   1.49454689     ; -0.127155647    
   1.49443674     ; -0.128436923    
   1.49432552     ; -0.129718095    
   1.49421322     ; -0.130999178    
   1.49409986     ; -0.132280156    
   1.49398541     ; -0.133561045    
   1.49386978     ; -0.134841830    
   1.49375308     ; -0.136122525    
   1.49363530     ; -0.137403116    
   1.49351645     ; -0.138683602    
   1.49339652     ; -0.139963984    
   1.49327540     ; -0.141244262    
   1.49315321     ; -0.142524436    
   1.49302995     ; -0.143804505    
   1.49290562     ; -0.145084471    
   1.49278009     ; -0.146364331    
   1.49265349     ; -0.147644088    
   1.49252582     ; -0.148923740    
   1.49239707     ; -0.150203273    
   1.49226725     ; -0.151482701    
   1.49213624     ; -0.152762011    
   1.49200416     ; -0.154041216    
   1.49187100     ; -0.155320302    
   1.49173677     ; -0.156599283    
   1.49160147     ; -0.157878146    
   1.49146509     ; -0.159156889    
   1.49132752     ; -0.160435513    
   1.49118888     ; -0.161714017    
   1.49104917     ; -0.162992403    
   1.49090838     ; -0.164270669    
   1.49076653     ; -0.165548816    
   1.49062347     ; -0.166826844    
   1.49047935     ; -0.168104753    
   1.49033415     ; -0.169382542    
   1.49018788     ; -0.170660198    
   1.49004054     ; -0.171937734    
   1.48989201     ; -0.173215136    
   1.48974240     ; -0.174492419    
   1.48959172     ; -0.175769567    
   1.48943996     ; -0.177046582    
   1.48928714     ; -0.178323478    
   1.48913312     ; -0.179600239    
   1.48897803     ; -0.180876866    
   1.48882186     ; -0.182153359    
   1.48866463     ; -0.183429718    
   1.48850632     ; -0.184705943    
   1.48834693     ; -0.185982034    
   1.48818636     ; -0.187257990    
   1.48802471     ; -0.188533813    
   1.48786199     ; -0.189809486    
   1.48769820     ; -0.191085026    
   1.48753333     ; -0.192360431    
   1.48736739     ; -0.193635687    
   1.48720026     ; -0.194910794    
   1.48703206     ; -0.196185768    
   1.48686278     ; -0.197460592    
   1.48669243     ; -0.198735267    
   1.48652101     ; -0.200009808    
   1.48634851     ; -0.201284200    
   1.48617482     ; -0.202558443    
   1.48600006     ; -0.203832537    
   1.48582423     ; -0.205106482    
   1.48564732     ; -0.206380278    
   1.48546934     ; -0.207653925    
   1.48529029     ; -0.208927408    
   1.48511004     ; -0.210200742    
   1.48492873     ; -0.211473927    
   1.48474634     ; -0.212746948    
   1.48456287     ; -0.214019820    
   1.48437834     ; -0.215292528    
   1.48419273     ; -0.216565087    
   1.48400605     ; -0.217837483    
   1.48381817     ; -0.219109714    
   1.48362923     ; -0.220381781    
   1.48343921     ; -0.221653685    
   1.48324811     ; -0.222925439    
   1.48305595     ; -0.224197030    
   1.48286271     ; -0.225468442    
   1.48266828     ; -0.226739690    
   1.48247278     ; -0.228010774    
   1.48227620     ; -0.229281694    
   1.48207855     ; -0.230552450    
   1.48187983     ; -0.231823027    
   1.48168004     ; -0.233093441    
   1.48147917     ; -0.234363675    
   1.48127723     ; -0.235633746    
   1.48107409     ; -0.236903638    
   1.48086989     ; -0.238173351    
   1.48066461     ; -0.239442900    
   1.48045826     ; -0.240712270    
   1.48025084     ; -0.241981462    
   1.48004234     ; -0.243250474    
   1.47983277     ; -0.244519308    
   1.47962201     ; -0.245787963    
   1.47941017     ; -0.247056440    
   1.47919726     ; -0.248324737    
   1.47898328     ; -0.249592856    
   1.47876823     ; -0.250860780    
   1.47855210     ; -0.252128512    
   1.47833490     ; -0.253396064    
   1.47811663     ; -0.254663438    
   1.47789729     ; -0.255930632    
   1.47767675     ; -0.257197618    
   1.47745514     ; -0.258464426    
   1.47723246     ; -0.259731054    
   1.47700870     ; -0.260997474    
   1.47678387     ; -0.262263715    
   1.47655797     ; -0.263529748    
   1.47633100     ; -0.264795601    
   1.47610295     ; -0.266061246    
   1.47587383     ; -0.267326713    
   1.47564352     ; -0.268591970    
   1.47541213     ; -0.269857049    
   1.47517967     ; -0.271121919    
   1.47494614     ; -0.272386581    
   1.47471154     ; -0.273651034    
   1.47447586     ; -0.274915308    
   1.47423911     ; -0.276179373    
   1.47400129     ; -0.277443230    
   1.47376239     ; -0.278706878    
   1.47352242     ; -0.279970318    
   1.47328138     ; -0.281233579    
   1.47303915     ; -0.282496631    
   1.47279584     ; -0.283759475    
   1.47255147     ; -0.285022110    
   1.47230601     ; -0.286284536    
   1.47205949     ; -0.287546754    
   1.47181189     ; -0.288808733    
   1.47156322     ; -0.290070504    
   1.47131348     ; -0.291332066    
   1.47106266     ; -0.292593420    
   1.47081077     ; -0.293854564    
   1.47055781     ; -0.295115501    
   1.47030377     ; -0.296376199    
   1.47004867     ; -0.297636688    
   1.46979249     ; -0.298896968    
   1.46953511     ; -0.300157011    
   1.46927667     ; -0.301416844    
   1.46901715     ; -0.302676439    
   1.46875656     ; -0.303935826    
   1.46849489     ; -0.305194974    
   1.46823215     ; -0.306453913    
   1.46796834     ; -0.307712615    
   1.46770346     ; -0.308971107    
   1.46743751     ; -0.310229361    
   1.46717048     ; -0.311487406    
   1.46690238     ; -0.312745214    
   1.46663320     ; -0.314002782    
   1.46636295     ; -0.315260112    
   1.46609163     ; -0.316517234    
   1.46581924     ; -0.317774117    
   1.46554577     ; -0.319030762    
   1.46527123     ; -0.320287168    
   1.46499562     ; -0.321543336    
   1.46471894     ; -0.322799265    
   1.46444118     ; -0.324054956    
   1.46416235     ; -0.325310409    
   1.46388245     ; -0.326565623    
   1.46360147     ; -0.327820599    
   1.46331930     ; -0.329075336    
   1.46303606     ; -0.330329835    
   1.46275175     ; -0.331584096    
   1.46246636     ; -0.332838118    
   1.46217990     ; -0.334091902    
   1.46189237     ; -0.335345417    
   1.46160376     ; -0.336598694    
   1.46131408     ; -0.337851733    
   1.46102333     ; -0.339104503    
   1.46073151     ; -0.340357035    
   1.46043861     ; -0.341609329    
   1.46014464     ; -0.342861354    
   1.45984960     ; -0.344113141    
   1.45955348     ; -0.345364660    
   1.45925629     ; -0.346615940    
   1.45895803     ; -0.347866952    
   1.45865870     ; -0.349117726    
   1.45835829     ; -0.350368232    
   1.45805681     ; -0.351618469    
   1.45775425     ; -0.352868468    
   1.45745063     ; -0.354118198    
   1.45714593     ; -0.355367661    
   1.45684016     ; -0.356616884    
   1.45653331     ; -0.357865840    
   1.45622540     ; -0.359114528    
   1.45591640     ; -0.360362947    
   1.45560634     ; -0.361611098    
   1.45529532     ; -0.362858981    
   1.45498323     ; -0.364106596    
   1.45467007     ; -0.365353942    
   1.45435584     ; -0.366601020    
   1.45404053     ; -0.367847830    
   1.45372415     ; -0.369094372    
   1.45340669     ; -0.370340645    
   1.45308816     ; -0.371586651    
   1.45276856     ; -0.372832388    
   1.45244789     ; -0.374077857    
   1.45212615     ; -0.375323027    
   1.45180333     ; -0.376567930    
   1.45147943     ; -0.377812564    
   1.45115447     ; -0.379056931    
   1.45082843     ; -0.380300999    
   1.45050132     ; -0.381544799    
   1.45017314     ; -0.382788301    
