   1.49999213        -6.42971415E-03
   1.49997079        -1.28594013E-02
   1.49993622        -1.92890335E-02
   1.49988842        -2.57185847E-02
   1.49982727        -3.21480259E-02
   1.49975288        -3.85773294E-02
   1.49966514        -4.50064689E-02
   1.49956417        -5.14354147E-02
   1.49944985        -5.78641407E-02
   1.49932218        -6.42926171E-02
   1.49918139        -7.07208216E-02
   1.49902713        -7.71487206E-02
   1.49885976        -8.35762918E-02
   1.49867904        -9.00034979E-02
   1.49848497        -9.64303315E-02
   1.49827766       -0.102856748    
   1.49805701       -0.109282725    
   1.49782324       -0.115708239    
   1.49757600       -0.122133262    
   1.49731565       -0.128557757    
   1.49704194       -0.134981707    
   1.49675500       -0.141405076    
   1.49645472       -0.147827849    
   1.49614120       -0.154249981    
   1.49581444       -0.160671458    
   1.49547434       -0.167092234    
   1.49512100       -0.173512325    
   1.49475431       -0.179931670    
   1.49437451       -0.186350241    
   1.49398124       -0.192768008    
   1.49357486       -0.199184954    
   1.49315512       -0.205601051    
   1.49272227       -0.212016270    
   1.49227595       -0.218430564    
   1.49181652       -0.224843934    
   1.49134374       -0.231256351    
   1.49085784       -0.237667769    
   1.49035859       -0.244078189    
   1.48984611       -0.250487566    
   1.48932040       -0.256895840    
   1.48878145       -0.263303041    
   1.48822927       -0.269709080    
   1.48766375       -0.276114017    
   1.48708510       -0.282517761    
   1.48649311       -0.288920283    
   1.48588800       -0.295321584    
   1.48526955       -0.301721632    
   1.48463786       -0.308120400    
   1.48399305       -0.314517826    
   1.48333490       -0.320913911    
   1.48266363       -0.327308625    
   1.48197913       -0.333701968    
   1.48128140       -0.340093821    
   1.48057044       -0.346484274    
   1.47984636       -0.352873296    
   1.47910893       -0.359260738    
   1.47835839       -0.365646631    
   1.47759461       -0.372031003    
   1.47681761       -0.378413767    
   1.47602749       -0.384794921    
   1.47522414       -0.391174436    
   1.47440767       -0.397552252    
   1.47357798       -0.403928399    
   1.47273505       -0.410302818    
   1.47187901       -0.416675478    
   1.47100985       -0.423046350    
   1.47012746       -0.429415435    
   1.46923196       -0.435782671    
   1.46832323       -0.442148030    
   1.46740139       -0.448511511    
   1.46646631       -0.454873085    
   1.46551812       -0.461232692    
   1.46455681       -0.467590332    
   1.46358240       -0.473945975    
   1.46259487       -0.480299592    
   1.46159410       -0.486651152    
   1.46058023       -0.493000656    
   1.45955324       -0.499348044    
   1.45851314       -0.505693316    
   1.45745993       -0.512036383    
   1.45639360       -0.518377364    
   1.45531416       -0.524716079    
   1.45422161       -0.531052589    
   1.45311594       -0.537386775    
