   0.00000000     ;  -1.50000000    
  -1.28595275E-03 ;  -1.50001860    
  -2.57188547E-03 ;  -1.50005579    
  -3.85777815E-03 ;  -1.50011170    
  -5.14361076E-03 ;  -1.50018620    
  -6.42936351E-03 ;  -1.50027943    
  -7.71501614E-03 ;  -1.50039136    
  -9.00054816E-03 ;  -1.50052202    
  -1.02859400E-02 ;  -1.50067139    
  -1.15711708E-02 ;  -1.50083947    
  -1.28562199E-02 ;  -1.50102639    
  -1.41410679E-02 ;  -1.50123215    
  -1.54256932E-02 ;  -1.50145674    
  -1.67100765E-02 ;  -1.50170016    
  -1.79941971E-02 ;  -1.50196242    
  -1.92780327E-02 ;  -1.50224352    
  -2.05615647E-02 ;  -1.50254357    
  -2.18447726E-02 ;  -1.50286257    
  -2.31276341E-02 ;  -1.50320053    
  -2.44101286E-02 ;  -1.50355744    
  -2.56922357E-02 ;  -1.50393331    
  -2.69739348E-02 ;  -1.50432825    
  -2.82552056E-02 ;  -1.50474215    
  -2.95360256E-02 ;  -1.50517511    
  -3.08163743E-02 ;  -1.50562716    
  -3.20962295E-02 ;  -1.50609827    
  -3.33755724E-02 ;  -1.50658858    
  -3.46543789E-02 ;  -1.50709796    
  -3.59326303E-02 ;  -1.50762653    
  -3.72103006E-02 ;  -1.50817430    
  -3.84873711E-02 ;  -1.50874126    
  -3.97638232E-02 ;  -1.50932741    
  -4.10396308E-02 ;  -1.50993276    
  -4.23147753E-02 ;  -1.51055741    
  -4.35892344E-02 ;  -1.51120138    
